Title,Author,Year,Keyword,Abstract available,Abstract,Citation count,Source,Type,Open access,DOI
"Diversifier, Hedge, or Safe Haven? Bitcoin’s Role Against the Brazilian Stock Market During the COVID-19 Turmoil",Vitor Fonseca Machado Beling Dias; Rodrigo Fernandes Malaquias,2026,stock market covid GARCH,Yes,"The main purpose of this study was to analyze the dynamics of the conditional correlation between Bitcoin and BOVA11 (a Brazilian stock market ETF that has seen a significant increase in foreign investors) across the pre-, during, and post-COVID-19 pandemic periods. This analysis allowed us to investigate the Bitcoin characteristics as a diversifier, hedge, or safe haven relative to the ETF. The study employed a DCC-GARCH model using daily closing prices from 2 January 2015 to 26 September 2025. A robustness check was conducted using Large Language Models (LLMs). Results indicated that in the pre- and post-pandemic periods, Bitcoin showed no significant correlation with the ETF, potentially acting as a weak hedge. Conversely, during the pandemic, Bitcoin behaved as a diversifier for the ETF rather than a safe haven. This finding may surprise market participants, particularly given the widespread narrative of Bitcoin as “digital gold” and, therefore, a natural protection in scenarios of high uncertainty. The results suggest that, during the pandemic, Bitcoin’s behavior aligned more closely with risk assets than with safe havens, underscoring the need for cautious, context-specific empirical assessments of its protective properties.",0,Risks,JournalArticle,False,10.3390/risks14030043
From Diversifier to Amplifier? Investigating the BTC–NDX Linkage and the Modulating Role of VIX,Boyu Zhang,2025,stock market covid GARCH,Yes,"The growing interconnection between cryptocurrencies and traditional financial markets such as US equities has attracted increasing scholarly attention, with important implications for risk management and asset allocation. This study aims to quantitatively assess the volatility spillover and dynamic correlation between Bitcoin and major US technology stock indices, specifically the Nasdaq-100 (NDX), and to examine the moderating role of investor sentiment in this relationship. Using a multi-stage econometric framework combining univariate GARCH(1,1), dynamic conditional correlation (DCC-GARCH), and OLS regression models. Since Bitcoin only entered the public spotlight in 2017, this article will focus on daily data from 2017 to 2024. The results reveal significant time-varying correlations between BTC and NDX, which intensify during systemic events such as the COVID-19 crash and the US monetary tightening cycle. This article also detects a weak but notable bidirectional volatility spillover, with increased BTC volatility leading to higher NDX fluctuations. Notably, the regression results show that investor fear, represented by the VIX index in this article, significantly amplifies the BTC-NDX correlation (γ = 0.0106, p < 0.001), suggesting a sentiment-driven trend during stress periods. These findings indicate that Bitcoin is potentially no longer an isolated digital asset but a non-negligible source of volatility for US stock markets, especially for high-volatility tech stocks. Investor sentiment acts as a key amplifier of this connection. The results have a practical contribution to portfolio diversification strategies, systematic risk monitoring by policymakers, and the design of a more advanced risk management structure in financial institutions.",0,Finance &amp; Economics,JournalArticle,False,10.61173/03vr3p73
Tail Risk Spillovers from Crude Oil Prices to ASEAN-6 Stock Markets,Ngô Thái Hưng,2024,stock market covid GARCH,Yes,"This study aims to assess the tail risk spillovers from crude oil prices to the stock markets in ASEAN-6 countries (Vietnam, Thailand, Indonesia, Philippines, Malaysia, and Singapore) during the period 2017–2023. The DCC-GARCH model is employed to estimate CoVaR, ΔCoVaR, and the Kolmogorov-Smirnov test to evaluate and compare the magnitude of oil price risk spillovers on the ASEAN-6 stock markets. Empirical results reveal that tail risks from oil prices reduce the impact of risks on the ASEAN-6 stock markets over the sample period. Additionally, tail risk spillovers during the pre-COVID-19 and Russia-Ukraine conflict periods are relatively low across the selected countries. During the COVID-19 period, the ASEAN-6 stock markets experience higher risk spillovers from decreases in crude oil prices compared to other periods. Specifically, Vietnam, Thailand, and Indonesia are the three markets facing higher risk spillovers from oil prices in comparison to others. Policymakers and regulatory authorities should increase awareness, oversight, and action plans to minimize adverse oil risk effects.",0,JOURNAL OF ASIAN BUSINESS AND ECONOMIC STUDIES,JournalArticle,False,10.24311/jabes/2024.35.4.4
The Interdependence of Financial Markets in Turbulent Periods: A Comparative Analysis of the China–US Cases,Elias A. Udeaja; Kazeem O. Isah; G. Sanni,2023,stock market covid GARCH,Yes,"ABSTRACT:There has been a growing hypothesis linking the recent widespread declines in financial markets to the outbreaks of the COVID-19 pandemic. What is, however, unclear is whether the influence of the COVID-19 pandemic on the dynamics of the financial markets is as severe as those associated with traditional financial crises. Using the cases of the USA and China to represent developed and emerging economies, we examine the returns and volatility dynamics of financial market interdependence amid economic and financial crisis periods of divergent origins. Following careful consideration of relevant tests and model selection criteria, we find the VARMA-CCC-GARCH model to be the best approach for modelling financial market returns and volatility spillovers during a crisis. Employing daily financial market returns, we partitioned the study period into two sub-periods: the Great Recession (GFC) and the Great Lockdown (COVID-19), to arrive at the following empirical findings: First, we find that regardless of the type of crisis—the GFC or COVID-19—unanticipated events in the financial markets in the current period fuel high volatility in the market in the preceding period. Second, while financial markets in developed economies were by far the most affected by the 2008/2009 GFC, the great lockdown associated with COVID-19 appears to have left a permanent shock on both developed and emerging economies' financial markets. It then follows that the extent to which an economy is endowed with the ability to fend off external risks may be sensitive to the origin and nature of the crisis. In this light, it is necessary for policymakers to acknowledge that while some of the instruments used to mitigate the impact of external shocks on financial markets during the GFC may still be applicable during COVID-19 in the case of developed economies, the same appears to not be entirely true in the case of emerging financial markets during COVID-19. On the whole, financial experts and academics may want to be wary of the fact that the past realizations of both returns and volatilities matter for enhancing the forecastability of the future value of financial instruments during a crisis period.",0,The Journal of Developing Areas,JournalArticle,False,10.1353/jda.2023.a908661
The Impact of The Covid-19 Pandemic on Vietnam’s Stock Market Volatility,Hằng Nguyễn Phan Thu; Nghi Lê Đình,2022,stock market covid GARCH,Yes,"Bài báo phân tích ảnh hưởng của COVID-19 đến độ biến thiên trên thị trường chứng khoán Việt Nam. Sử dụng dữ liệu ngày của chỉ số VN-Index từ 01/01/2016 đến 31/12/2021 và mô hình GARCH, kết quả nghiên cứu chỉ ra đại dịch COVID-19 làm gia tăng độ biến thiên trên thị thường chứng khoán Việt Nam, ngoại trừ làn sóng dịch thứ 3. Ngoài ra, bài báo còn chỉ ra độ biến thiên trên thị trường lớn nhất ở làn sóng dịch thứ nhất. Như vậy, các nhà đầu tư cần có các chiến lược đa dạng hóa danh mục đầu tư phù hợp nhằm quản trị rủi ro khi đầu tư trên thị trường chứng khoán Việt Nam trong bối cảnh đại dịch. Các cơ quan quản lý thị trường cũng cần có những biện pháp phù hợp nhằm quản trị rủi ro do sự biến động giá cổ phiếu trên thị trường, đảm bảo sự phát triển bền vững của thị trường khi dịch COVID-19 còn diễn biến phức tạp.",0,JOURNAL OF ASIAN BUSINESS AND ECONOMIC STUDIES,,True,10.24311/jabes/2022.33.06.07
A Comparative Analysis of Global Stock Index Volatility Risks Before and During the Covid-19 Pandemic,Ayu Permatasari; Muhammad Irfan Islami,2025,stock market covid GARCH,Yes,"This research is motivated by the phenomenon of the Covid-19 pandemic. In recent years, the Covid-19 pandemic has caused a shock to the stock market. As a result, there is a significant difference in the stock index before or during the Covid-19 pandemic. Stock indices are important indicators to measure stock market fluctuations so that they can be taken into consideration for investor decision making. This study uses global stock indices, namely the United States stock index (S&P 500 and Nasdaq), Japan stock index (Nikkei 225), China stock index (SSE), Hong Kong stock index (Hang Seng), Germany stock index (Dax 30), and European stock index (Euronext). That is because the seven stock indices are the indices with the largest market capitalization in the world. This research is a quantitative research. This research uses time series data, which is data accumulated over time on an object in order to describe the development of the object. In this study, the type of data used is secondary data in the form of historical stock index data. Then the researchers conducted the Garch Test to determine the volatility risk of the entire stock index in the period before and during Covid-19.
 
Abstrak
Penelitian ini  dilatarbelakangi oleh fenomena pandemi Covid-19. Dalam beberapa tahun terakhir, pandemi Covid-19 menyebabkan guncangan pada pasar saham. Imbasnya, terjadi perbedaan signifikan pada indeks saham sebelum atau saat pandemi Covid-19. Indeks saham adalah indikator penting untuk mengukur fluktuasi pasar saham sehingga dapat menjadi bahan pertimbangan guna pengambilan keputusan investor. Penelitian ini menggunakan indeks saham global yaitu indeks saham Amerika Serikat (S&P 500 dan Nasdaq), indeks saham Jepang (Nikkei 225), indeks saham China (SSE), indeks saham Hong Kong (Hang Seng), indeks saham Jerman (Dax 30), dan indeks saham Eropa (Euronext). Itu karena ketujuh indeks saham tersebut merupakan indeks dengan kapitalisasi pasar terbesar di dunia. Penelitian ini merupakan penelitian kuantitatif. Penelitian ini menggunakan data time series, yakni data yang diakumulasikan dari waktu ke waktu pada suatu objek guna mendeskripsikan perkembangan objek. Dalam penelitian ini jenis data yang digunakan merupakan data sekunder berupa data historis indeks saham. Kemudian peneliti melakukan Uji Garch guna mengetahui risiko volatilitas dari seluruh indeks.",0,"Contemporary Studies in Economic, Finance and Banking",JournalArticle,False,10.21776/csefb.2025.04.1.07.
Interconnectedness of Financial Assets across the ASEAN-5 in Crisis Periods,S. Sumani; Siti Sa’adah,2026,stock market covid GARCH,Yes,"Research Originality: This study advances the financial connectedness literature by integrating a multi-asset (Bitcoin–stocks–sovereign bonds) and time-varying framework within the ASEAN-5 context. Unlike prior studies, this study uncovers a hierarchical and asymmetric spillover structure that evolves across market regimes, providing new evidence on cross-asset transmission channels in emerging markets.
Research Objectives: The study aims to investigate the magnitude, direction, and dynamics of volatility spillovers among Bitcoin, stock, and bond markets, and to assess whether these interconnections change between normal and crisis periods.
Research Method: Using daily data from January 2018 to April 2026, volatility is estimated through a GARCH model. A generalized VAR-based forecast error variance decomposition (G-FEVD), combined with a rolling window approach, is employed to capture both directional and time-varying spillovers.
Empirical Results: The findings show a hierarchical spillover pattern: sovereign bonds act as net transmitters to Bitcoin, while Bitcoin transmits risk to stock markets. Spillover intensity increases significantly during crisis periods, peaking during COVID-19, indicating strong state-dependent connectedness. Cross-asset diversification weakens under market stress.
Implications: These findings imply that financial stability cannot be assessed in isolation, as shocks propagate across asset classes in a structured, time-varying manner. This study underscores the importance of integrated cross-market surveillance frameworks that include digital assets alongside traditional markets.
JEL Classification: G15, N25, H5",0,ETIKONOMI,JournalArticle,False,10.15408/etk.v25i1.46634
Comparative Analysis of Risk Premium and Stock Market Returns in Indonesia: A Case Study of Normal and COVID-19 Pandemic Periods,Peni Rahmadani; A. H. Manurung,2024,stock market covid GARCH,Yes,"This research examines the effect of market risk premium (risk premium) on market returns (JCI). In addition, this study aims to see the effect of premium risk on market returns during the COVID-19 Pandemic. The data used in this study is secondary (JCI data and Deposit Interest Rates) for the period January 2010 – September 2023. The method used in this study is the GARCH method (1.1). The results of this study show a positive and significant influence of risk premium on market returns (JCI). During the COVID-19 Pandemic, risk premiums negatively and significantly affected JCI returns or the Indonesian stock market.",0,Jurnal Indonesia Sosial Teknologi,JournalArticle,True,10.59141/jist.v5i11.7023
An analysis of integration and volatility transmission between Latin American and US stock markets: before and after COVID-19,Felipe Vieira Passos; J. Bastos,2025,stock market covid GARCH,Yes,"
 
 This paper analyzes conditional correlations and volatility transmission between Latin American and US stock markets during the pre- and post-COVID-19 periods.
 
 
 
 The study employs a range of econometric techniques, including six-dimensional BEKK-GARCH models and the Dynamic Conditional Correlation (DCC) model, to examine market interdependencies through spillover effects–specifically mean-to-mean, volatility-to-mean and volatility-to-volatility transmissions. It also conducts hedge ratio and optimal portfolio analyses to develop informed investment strategies.
 
 
 
 The results reveal that while correlations between the markets are generally positive, they are moderate in strength and become more pronounced after the onset of the pandemic. Volatility transmission is particularly strong between the USA and Brazilian markets. Mexico, exhibiting lower correlations, presents opportunities for cost-effective hedging. In contrast, the Argentine market's high volatility reduces its suitability for inclusion in optimal portfolios.
 
 
 
 This study offers a novel contribution by integrating BEKK and DCC models with hedging and portfolio optimization frameworks, enhancing the understanding of spillovers and conditional correlations among Latin American and US equity markets. The research highlights the rise in market correlations following the COVID-19 crisis, suggesting reduced market decoupling during periods of global stress. It also considers the political and economic implications of these dynamics, including the influence of US Federal Reserve interest rate movements on conditional correlations across countries.
",0,Journal of Economic Studies,JournalArticle,False,10.1108/jes-04-2025-0269
Stock Allocation before and during COVID-19: Downside Versus Utility-Based Risk Constraints,S. Geissel; Holger Graf; Tim Scharfen; F. Seifried,2022,stock market covid GARCH,Yes,"In this paper, we leverage on real-world stock market data including the relatively calm period between 2012 and 2020, the COVID-19 shock in early 2020 and the recovery during its aftermath, to investigate asset allocation strategies with risk constraints defined in terms of optimal expected utility (OEU) risk measures. Our goal is to (a) provide a better understanding of the implied stock selection decisions, and to (b) illustrate the resulting portfolio performance. Using out-of-sample data, we compute monthly stock allocations from Monte Carlo simulations modeled via a copula-GARCH approach. We find that the OEU strategy is more unambiguous and more return-oriented in its stock allocation decisions than a downside Value-at-Risk (VaR) strategy, which becomes particularly apparent in volatile market environments and substantially explains its outperformance compared to a VaR-based strategy.",0,SSRN Electronic Journal,,False,10.2139/ssrn.4125663
"Rand, Rates, and Returns: Unravelling the Volatility Nexus in South Africa’s Financial Markets",K. Sanusi; Z. Dickason-Koekemoer,2026,stock market covid GARCH,Yes,"This study investigates the volatility nexus between exchange rates, interest rates, and stock market returns in South Africa, an emerging economy characterised by deep financial integration and exposure to global capital flows. Using monthly data from January 2003 to February 2025, the analysis employs a multi-layered econometric framework combining asymmetric GARCH models (EGARCH and GJR-GARCH), an Asymmetric Dynamic Conditional Correlation (ADCC-GARCH) specification, and a GARCH-MIDAS–DCC approach that decomposes volatility into long-run and short-run components while modelling time-varying cross-market dependence. The findings indicate that exchange rate volatility is the dominant and most persistent driver of financial market risk, highlighting the central role of the South African rand in transmitting global shocks to domestic markets. Equity market volatility is largely shock driven and mean reverting, with sharp increases during major crisis episodes such as the Global Financial Crisis and the COVID-19 pandemic. Dynamic correlations across markets are persistent but predominantly negative between stock returns and exchange rates, while linkages involving interest rates are weaker and more episodic. Overall, the results suggest that South Africa’s financial volatility nexus operates primarily through exchange rate-driven transmission rather than short-run contagion effects.",0,Journal of Risk and Financial Management,JournalArticle,False,10.3390/jrfm19030230
CATEGORIZING THE SHOCK: A COMPARATIVE ANALYSIS OF GLOBAL EVENT TYPES ON THE NIGERIAN STOCK MARKET,Hussain Shuaibu,2025,stock market covid GARCH,Yes,"Global shocks are routinely treated as a homogeneous source of risk in empirical finance, despite clear differences in their origins, transmission channels, and market consequences. This study challenges that assumption by proposing and empirically testing a tripartite classification of global events—geopolitical events, global financial/economic crises, and global public health crises—and examining their differential effects on the Nigerian stock market. Using daily data on the Nigerian Stock Exchange All-Share Index, we employ a comparative event study framework combined with an Exponential GARCH (1,1) model and liquidity regressions to analyse market responses across returns, volatility, and liquidity dimensions. The empirical analysis focuses on three canonical shocks: the 2016 Brexit referendum, the 2008 Global Financial Crisis, and the 2020 COVID-19 pandemic. The results reveal a clear hierarchy of market disruption. Global public health crises exert the most severe and persistent effects, generating the largest negative cumulative abnormal returns, the strongest volatility amplification with pronounced asymmetry, and the sharpest contraction in market liquidity. Global financial crises produce significant but comparatively more channel-specific impacts, while geopolitical events induce relatively mild and transitory market reactions, with no systemic liquidity impairment. These findings demonstrate that the Nigerian stock market’s response to external shocks is fundamentally contingent on shock typology and transmission mechanisms rather than the mere occurrence of a global event. The study contributes to the literature by introducing a structured “shock taxonomy” for emerging markets and offers policy-relevant insights for differentiated macro-prudential regulation and crisis management in frontier financial systems.",0,Gusau Journal of Business Administration,JournalArticle,False,10.57233/gujoba.v4i2.39
The impact of the COVID-19 and the Russia-Ukraine conflict on crude oil and stock market volatility,Iris Feng; Quah Aun Thye; C. Cheong; Lim Min,2025,stock market covid GARCH,Yes,"The global economy has been profoundly affected by two recent crises: the COVID-19 pandemic and the Russia-Ukraine War. These events have also driven market volatility in both West Texas Intermediate (WTI) crude oil and the S&P 500 Index. The objective of this study is to analyze the market volatility of WTI crude oil and the S&P 500 Index in the context of the two aformentioned crises. Through the implementation of randomness tests and an ARCH effect test, it has been determined that ARMA-GARCH models could be useful for modeling the data in each period. Additionally, the GARCH models have been expanded to asymmetric GJR models, which account for the leverage effect. The Box-Jenkins methodology has been employed to identify the best-fitted model. The analysis reveals that WTI crude oil is more strongly impacted by the two events compared to the S&P 500 Index, suggesting that the latter is relatively less volatile. Furthermore, forecast evaluation is conducted by comparing the predicted values obtained from the best-fitted and second-best-fitted models to assess forecast accuracy. Lastly, risk determination is performed by calculating the value at risk. Based on the calculations, it is apparent that WTI crude oil carries greater risk than the S&P 500 Index during major crises. Overall, market volatility analysis provides valuable insights into the statistical behavior of different markets, enabling market participants to evaluate market risk and enhance their risk management strategies.",0,Journal of Statistics and Management Systems,JournalArticle,False,10.47974/jsms-1372
Safe haven role of Islamic financial markets under pandemic-related uncertainty: evidence from two emerging market economies,Ö. Doruk,2025,stock market covid GARCH,Yes,"
 
 This study aims to investigate whether Islamic financial markets act as safe havens during the pandemic. By focusing on the liquidity feature of Islamic financial markets, this paper examines the relationship between pandemic-related uncertainty and the liquidity of these markets.
 
 
 
 This paper uses interrupted time series analysis and dynamic conditional correlation-based GARCH models to assess the safety of Islamic financial markets during COVID-19.
 
 
 
 The results indicate that Islamic financial markets serve as safe havens for investors during the COVID-19 period when pandemic-related uncertainty, as proxied by volatility index, is high.
 
 
 
 A liquidity-based approach may be more effective than a share price-based approach in understanding the shift of investors to Islamic financial markets during COVID-19 since Islamic finance is a very important alternative to uncertainty with the financial instruments it contains. In particular, Islamic finance is an important alternative to fluctuations based on interest-bearing assets and has important features such as gharar to reduce uncertainty.
 
 
 
 This is the first study to examine the relationship between uncertainty and Islamic stock markets in emerging markets using liquidity as a variable during the pandemic.
",0,Journal of Islamic Accounting and Business Research,JournalArticle,False,10.1108/jiabr-10-2023-0333
The Long-term Impact of Normalized Pandemic on Nasdaq and SP 500: An Empirical Evidence from Time Series,S. Lao,2023,stock market covid GARCH,Yes,"After Covid-19 pandemic, the global economy stagnated briefly and was deeply affected in the long-term. In the early days of the COVID-19 epidemic, the stock market was hit hard and stock prices fell sharply. The COVID-19 pandemic has brought turmoil to the global economy, and the implications are lasting and profound. Previous literature has highlighted the short-term impact of COVID-19 on stock and commodity markets. This study models the long-term dynamic response of the COVID 19 epidemic using time series. The VAR model was applied in the study to evaluate the link between variables, and the ARMA-GARCH model was used to determine and analyze stock volatility throughout the pandemic. Investors can easily recover from pessimism and reinvest in the market because the coronavirus pandemic has a huge short-term impact. However, long-term fluctuations in the US stock market are not significantly effected by the COVID-19 epidemic. The study forecasts the possible future of the U.S. stock market and provides managerial and investment recommendations to its stakeholders.",0,"Highlights in Business, Economics and Management",JournalArticle,True,10.54097/hbem.v5i.5044
"Connectedness of global energy markets with global agricultural, natural resources, and socially responsible investments using extended GFI",M. Shahid,2024,stock market covid GARCH,Yes,"Purpose
The study aims to investigate the risk transmission from COVID-19 to global agriculture, energy, natural resources/mining and environmentally/socially responsible investments. Additionally, it explores the connectedness of global energy indices with global agriculture, natural resources/mining and environmentally/socially responsible investments. The study develops a new COVID-19-based Global Fear Index (GFI) to achieve the objectives, thus contributing to the prevailing literature.

Design/methodology/approach
The data of Global indices are selected from January 2020 to December 2021. The study uses multivariate BEKK-GARCH and TVP-VAR models to explore COVID-19 risk transmission and connectedness between global indices.

Findings
Significant shock and volatility transmissions from COVID-19 to all global indices are observed. Results show that global agriculture, natural resource/mining markets and environmentally and socially responsible investments are safe havens during COVID-19. Furthermore, these global investment choices are barely connected with global energy indices.

Practical implications
Portfolio managers and investors should invest in global indices to gauge the risk-adjusted return during the pandemic and upcoming health-related risks. Investors in energy sectors are advised to diversify the risk by adding safe-haven assets to their portfolios.

Social implications
The findings shed light on the importance of environmentally and socially responsible investments as a separate asset class where ecologically friendly and socially sentimental investors could invest in diversifying the risk of their portfolios.

Originality/value
The paper offers valuable insights to policymakers and investors regarding asset pricing, risk management and financial market stability during pandemic-type emergencies.
",0,Journal of Financial Economic Policy,JournalArticle,False,10.1108/jfep-02-2024-0035
Volatility Spillover Stock Price Index during the COVID-19 Pandemic: A Study from ASEAN on the United States and China,Vivi Melia Hariono; R. Rokhim,2022,stock market covid GARCH,Yes,"The COVID-19 pandemic had a major impact on the world economy by restricting economic activity, including stock prices. This article examines effects of volatility spillover in the midst of the COVID-19 also at the early recovery period from the crisis using stock price index data from China, US, and ASEAN: Indonesia, Malaysia, Singapore, Philippines, and Thailand. The research was conducted using the BEKK-GARCH model to see the effect ofvolatility between countries. In the correlation test, we found that in the post-crisis period caused by COVID-19, the correlation between the US and ASEAN increased, while against China and ASEAN it decreased, and relations between ASEAN countries also decreased after the crisis period. From the VAR modeling, it was found that the S&P500 during the post-crisis period experienced a decrease in the value of transmission to ASEAN. In contrast to the SSE, which actually experienced an increase in the value of transmission to ASEAN in the post-crisis. In the results of the BEKK-GARCH modeling, it was found that the shocks that occurred in the S&P500 stock market during the pre-crisis period did not affect the volatility of JKSE & SETI returns in the post-crisis period. In contrast to the S&P500 and KLSE, STI, PSEI, where the shocks that occurred during the pre-crisis period, positively affected the post-crisis period. Between SSE and KLSE & PSEI, during the post-crisis period there was an increase, meaning that the shocks that occurred in the SSE stock market during the pre-crisis period positively affected KLSE & PSEI's return volatility in the post-crisis period. In contrast between SSE and JKSE, STI, SETI, the shocks that occurred during the pre-crisis period did not affect the shares of the 3 ASEAN countries during the post-crisis period. 
Keywords: BEKK; MGARCH; COVID-19; volatility; spillover; index",0,Proceedings of International Conference on Economics Business and Government Challenges,Conference,True,10.33005/ic-ebgc.v1i1.22
"Dynamic Interdependence and Volatility Connectedness in China-Asean Stock, Cryptocurrency and Crude Oil Markets: New Evidence from COVID-19",H. Zeng; Abudulahil D. Ahmed,2022,stock market covid GARCH,Yes,"This paper investigates the influence of the COVID-19 pandemic on the dependence and dynamic connectedness of cryptocurrencies, crude oil, developed markets, and China-ASEAN stock markets. We use the GARCH-EVT-Vine-Copula and DCC-GARCH connectedness approaches. Our findings indicate that extreme tail dependencies occur following COVID-19. This result is also supported by the Vine-Copula model, which is based on extreme value theory. Our results indicate that market portfolios with exposure to both the cryptocurrency and crude oil markets exhibit extreme down-tail correlation in the aftermath of the COVID-19 outbreak. Additionally, we discover that linkages between these markets were stronger during the COVID-19 epidemic than they were before the pandemic. However, in the Chinese equity and crude oil markets, they shifted from net transmitters to net receivers during the COVID-19 outbreak. Surprisingly, our findings show that investing in markets with a long track record of stability, such as the Singapore stock market, can result in somewhat more consistent investment returns in the case of an extreme occurrence.",0,SSRN Electronic Journal,,False,10.2139/ssrn.4067611
A COMPARATIVE STUDY ON EFFECT OF COVID-19 ON SELECTED GLOBAL STOCK,Shivani; Amitha; R.Srilekha,2025,stock market covid GARCH,Yes,"The COVID-19 pandemic, which emerged in late 2019 and rapidly escalated into a global crisis by early 2020, triggered unprecedented disruptions across economies, industries, and financial systems. Among the most immediate and visible impacts was the volatility observed in global stock markets. This research undertakes a comprehensive and comparative study of how COVID-19 affected selected global stock exchanges—including but not limited to the New York Stock Exchange (NYSE), London Stock Exchange (LSE), Tokyo Stock Exchange (TSE), National Stock Exchange of India (NSE), and Shanghai Stock Exchange (SSE)—during the initial outbreak and throughout key phases of the pandemic. The aim of the study is to assess both short-term shocks and long-term market behavior, analyzing how different economies and investor sentiment responded to pandemic-induced lockdowns, fiscal stimulus measures, supply chain disruptions, and changes in consumer behavior. By applying both traditional financial tools (such as return analysis, volatility indices, and beta coefficients) and advanced software-driven techniques—including machine learning models for trend prediction, sentiment analysis using NLP, and deep learning models for time series forecasting—this research provides a robust analysis of stock market reactions under extreme uncertainty. The study examines daily closing prices, trading volumes, and market indices before, during, and after major COVID-19 milestones (such as WHO’s pandemic declaration, vaccine rollouts, and economic recovery phases). Statistical techniques such as event study methodology, GARCH (Generalized Autoregressive Conditional Heteroskedasticity) modeling, and VAR (Vector Autoregression) are used to quantify volatility and inter-market correlations. Furthermore, sentiment scores derived from financial news headlines, press releases, and social media platforms are integrated using Natural Language Processing (NLP) to understand the psychological drivers of stock market behavior. Results reveal that markets with strong digital infrastructures and robust policy responses (such as the U.S. and China) experienced faster recoveries, while others with structural economic vulnerabilities showed slower rebounds. Sector-wise, technology, healthcare, and ecommerce stocks outperformed during lockdowns, whereas aviation, tourism, and energy sectors were heavily impacted. The analysis also highlights how investor behavior shifted from traditional assets to digital alternatives, including crypto currencies, during periods of extreme volatility. This research concludes that while COVID-19 was a black swan event, it accelerated the digital transformation of financial markets and underscored the importance of agility, data-driven forecasting, and behavioral finance. The study also identifies how AI-driven tools and machine learning algorithms can aid in crisis forecasting, portfolio optimization, and risk mitigation. As the world transitions into a post-pandemic economic environment, the findings of this study serve as a critical reference for policymakers, institutional investors, and global corporations in designing resilient financial strategies.",0,Scientific Digest : Journal of Applied Engineering,JournalArticle,False,10.70864/joae.2025.v13.i6.pp249-258
"Modeling the Nexus Between Climate Risk, Energy Consumption, and Financial Market Performance in Emerging Countries",Abdelkader Mohamed Sghaier Derbali,2026,stock market covid GARCH,Yes,"
 This paper examines the link between climate risk, energy consumption, and financial market performance in a sample of emerging countries over the period 2000–2024. The objective is to model the dynamic interactions between these three dimensions, in order to understand the extent to which energy dependence and exposure to climate risks influence the stability and resilience of emerging financial markets. We use a panel data covering a representative group of emerging countries to examine the nexus among climate risk, energy consumption, and stock market performance. The estimated models are based on a panel VAR to capture endogenous dynamic effects, on DCC‐GARCH model to analyze volatility and conditional correlations, on panel cointegration tests for long‐term relationships, and on structural break models to integrate exogenous shocks (2008 financial crisis, COVID‐19, war in Ukraine). The results show that climate risk negatively affects stock market performance in emerging countries. The dependence on fossil fuels increases financial vulnerability to climate shocks. Moreover, the increased use of renewable energy mitigates this impact and strengthens the resilience of financial markets. Finally, the intensity of the relationship varies depending on the degree of financial and energy development of emerging countries.",0,International Studies of Economics,JournalArticle,False,10.1002/ise3.70031
empirical study to estimate volatility of Indian stock market during pre and post covid times,Sapana Shaw,2025,stock market covid GARCH,Yes,"In the present study, researchers tried to measure the volatility of Indian stock exchange before and after COVID- outbreak and also to compare the volatility pattern in both groups. To conduct the study, the researchers has collected 30 months daily closing price of NIFTY 50 prior to the COVID outbreak [From 9th September 2017- 9th march 2020] and 30 months after outbreak [From 10th march 2020 – 10th September 2022].  The researcher has used various statistical tools such as descriptive statistics, Augmented Dickey fuller test and Phillips Perron test for stationarity. The researcher used ARCH model, GARCH model and GARCH-M model. The study revealed that, the daily return calculated for both categories are stationary at level, found from both ADF and PP test. From the ARCH – LM test they got that there was an arch effect in both the categories. The found that for pre-covid time and also for post-covid time GARCH [1,1] model was the best fitted model. From the study, they have concluded that in both categories’ volatility clustering was there but the shocks during the Post-pandemic time was more persistent as compared to pre pandemic. As the sum of ARCH & GARCH coefficient model was near to unity during the pre-pandemic time, indicating that the stock prices will revert back to the historical value after a certain time period.",0,Impressive Journal of Management and Social Sciences,JournalArticle,False,10.33003/ijmass-2025.v1i1.4.1-10
Analysis of Risk in the Logistics Sector Using Non-linear Time Series in Türkiye,Sultan Kuzu Yıldırım; Mustafa Can,2026,stock market covid GARCH,Yes,"This study examines the risk level of the logistics sector, which is a key sub-component of the service sector in Türkiye, by comparing it with other service sub-sectors that have a high share within the sector, namely retail trade, electricity, gas, and steam, and telecommunications indices. Daily data from the period between March 2, 2020, and October 8, 2025, when volatility in financial markets increased significantly after COVID-19, was used for the analysis. First, returns for the indices were generated, and various non-linearity tests were used to determine whether these returns were non-linear. Next, the stationarity properties of the series were tested using non-linear unit root tests, and the appropriate ARMA(p,q) model was determined for each series based on information criteria. To examine the volatility structure of the return series, symmetric conditional heteroskedasticity models (GARCH, GARCH-M) and asymmetric effect models (T-GARCH, E-GARCH, and GJR-GARCH) were applied. The most suitable model was selected by considering error criteria and log-likelihood values. The findings reveal that the risk levels among the service sector indices are close to each other but show sectoral differentiation. According to the analysis, the telecommunications sector had the highest risk during the period under review, followed closely by the logistics sector. In contrast, the retail trade sector was identified as the sub-sector with the lowest volatility.",0,Journal of Transportation and Logistics,JournalArticle; Review,False,10.26650/jtl.2026.1834544
